20	31
20.02	24
20.04	26
20.06	38
20.08	27
20.1	30
20.12	37
20.14	29
20.16	29
20.18	32
20.2	26
20.22	29
20.24	28
20.26	22
20.28	34
20.3	25
20.32	36
20.34	42
20.36	37
20.38	22
20.4	28
20.42	27
20.44	25
20.46	19
20.48	32
20.5	31
20.52	40
20.54	32
20.56	29
20.58	36
20.6	29
20.62	36
20.64	25
20.66	32
20.68	32
20.7	38
20.72	26
20.74	35
20.76	35
20.78	32
20.8	35
20.82	30
20.84	27
20.86	21
20.88	42
20.9	32
20.92	32
20.94	31
20.96	27
20.98	44
21	35
21.02	44
21.04	29
21.06	18
21.08	29
21.1	36
21.12	31
21.14	28
21.16	34
21.18	32
21.2	25
21.22	29
21.24	30
21.26	37
21.28	28
21.3	38
21.32	31
21.34	23
21.36	44
21.38	32
21.4	32
21.42	22
21.44	32
21.46	30
21.48	31
21.5	31
21.52	32
21.54	48
21.56	42
21.58	29
21.6	40
21.62	29
21.64	34
21.66	34
21.68	36
21.7	40
21.72	36
21.74	35
21.76	49
21.78	41
21.8	29
21.82	31
21.84	30
21.86	36
21.88	34
21.9	50
21.92	38
21.94	37
21.96	22
21.98	30
22	36
22.02	31
22.04	37
22.06	46
22.08	38
22.1	37
22.12	50
22.14	30
22.16	36
22.18	41
22.2	32
22.22	28
22.24	23
22.26	40
22.28	41
22.3	30
22.32	44
22.34	30
22.36	35
22.38	36
22.4	35
22.42	40
22.44	34
22.46	41
22.48	32
22.5	32
22.52	30
22.54	52
22.56	40
22.58	38
22.6	38
22.62	41
22.64	38
22.66	36
22.68	31
22.7	28
22.72	32
22.74	38
22.76	38
22.78	28
22.8	35
22.82	21
22.84	35
22.86	34
22.88	32
22.9	42
22.92	32
22.94	37
22.96	27
22.98	38
23	32
23.02	38
23.04	42
23.06	32
23.08	38
23.1	38
23.12	40
23.14	27
23.16	50
23.18	44
23.2	38
23.22	32
23.24	29
23.26	45
23.28	45
23.3	28
23.32	31
23.34	32
23.36	32
23.38	31
23.4	29
23.42	32
23.44	32
23.46	42
23.48	34
23.5	38
23.52	36
23.54	30
23.56	48
23.58	35
23.6	30
23.62	36
23.64	22
23.66	37
23.68	37
23.7	35
23.72	41
23.74	31
23.76	26
23.78	37
23.8	42
23.82	27
23.84	36
23.86	38
23.88	34
23.9	38
23.92	42
23.94	38
23.96	42
23.98	32
24	32
24.02	23
24.04	46
24.06	41
24.08	41
24.1	52
24.12	36
24.14	30
24.16	25
24.18	35
24.2	40
24.22	35
24.24	32
24.26	38
24.28	27
24.3	35
24.32	34
24.34	35
24.36	30
24.38	42
24.4	35
24.42	36
24.44	28
24.46	28
24.48	36
24.5	35
24.52	35
24.54	40
24.56	50
24.58	40
24.6	25
24.62	28
24.64	35
24.66	32
24.68	32
24.7	45
24.72	40
24.74	32
24.76	48
24.78	32
24.8	38
24.82	40
24.84	38
24.86	40
24.88	23
24.9	41
24.92	38
24.94	27
24.96	32
24.98	34
25	42
25.02	36
25.04	32
25.06	32
25.08	41
25.1	28
25.12	34
25.14	37
25.16	32
25.18	26
25.2	34
25.22	32
25.24	34
25.26	34
25.28	44
25.3	40
25.32	32
25.34	24
25.36	40
25.38	25
25.4	29
25.42	27
25.44	30
25.46	34
25.48	38
25.5	32
25.52	38
25.54	38
25.56	45
25.58	38
25.6	32
25.62	37
25.64	35
25.66	36
25.68	38
25.7	31
25.72	30
25.74	31
25.76	36
25.78	28
25.8	37
25.82	40
25.84	37
25.86	23
25.88	40
25.9	38
25.92	20
25.94	29
25.96	34
25.98	32
26	38
26.02	28
26.04	42
26.06	38
26.08	38
26.1	38
26.12	35
26.14	28
26.16	40
26.18	23
26.2	38
26.22	36
26.24	27
26.26	32
26.28	31
26.3	35
26.32	29
26.34	30
26.36	35
26.38	34
26.4	42
26.42	31
26.44	46
26.46	41
26.48	32
26.5	35
26.52	35
26.54	44
26.56	24
26.58	36
26.6	37
26.62	27
26.64	26
26.66	38
26.68	32
26.7	32
26.72	30
26.74	27
26.76	28
26.78	25
26.8	29
26.82	40
26.84	42
26.86	38
26.88	29
26.9	41
26.92	32
26.94	38
26.96	38
26.98	31
27	32
27.02	34
27.04	32
27.06	25
27.08	44
27.1	38
27.12	26
27.14	31
27.16	34
27.18	38
27.2	27
27.22	29
27.24	36
27.26	32
27.28	35
27.3	37
27.32	31
27.34	44
27.36	41
27.38	34
27.4	38
27.42	45
27.44	25
27.46	28
27.48	25
27.5	32
27.52	27
27.54	35
27.56	28
27.58	23
27.6	29
27.62	38
27.64	25
27.66	40
27.68	26
27.7	32
27.72	48
27.74	35
27.76	31
27.78	32
27.8	34
27.82	31
27.84	30
27.86	36
27.88	34
27.9	35
27.92	36
27.94	27
27.96	34
27.98	18
28	34
28.02	36
28.04	40
28.06	29
28.08	30
28.1	31
28.12	34
28.14	40
28.16	25
28.18	25
28.2	29
28.22	30
28.24	49
28.26	41
28.28	38
28.3	22
28.32	34
28.34	32
28.36	32
28.38	40
28.4	35
28.42	35
28.44	26
28.46	28
28.48	34
28.5	29
28.52	40
28.54	38
28.56	35
28.58	37
28.6	22
28.62	37
28.64	31
28.66	40
28.68	42
28.7	36
28.72	42
28.74	35
28.76	32
28.78	36
28.8	42
28.82	37
28.84	44
28.86	23
28.88	38
28.9	50
28.92	30
28.94	24
28.96	27
28.98	38
29	30
29.02	30
29.04	26
29.06	31
29.08	34
29.1	44
29.12	30
29.14	28
29.16	38
29.18	34
29.2	36
29.22	46
29.24	41
29.26	21
29.28	27
29.3	29
29.32	31
29.34	28
29.36	30
29.38	40
29.4	26
29.42	48
29.44	42
29.46	25
29.48	28
29.5	34
29.52	32
29.54	31
29.56	44
29.58	30
29.6	50
29.62	38
29.64	29
29.66	35
29.68	50
29.7	34
29.72	44
29.74	44
29.76	37
29.78	50
29.8	56
29.82	55
29.84	50
29.86	50
29.88	72
29.9	72
29.92	83
29.94	83
29.96	94
29.98	125
30	130
30.02	164
30.04	180
30.06	193
30.08	234
30.1	250
30.12	253
30.14	228
30.16	177
30.18	164
30.2	128
30.22	112
30.24	86
30.26	52
30.28	62
30.3	46
30.32	49
30.34	48
30.36	52
30.38	48
30.4	36
30.42	44
30.44	44
30.46	41
30.48	34
30.5	53
30.52	46
30.54	36
30.56	29
30.58	42
30.6	32
30.62	44
30.64	25
30.66	30
30.68	37
30.7	24
30.72	37
30.74	24
30.76	38
30.78	32
30.8	27
30.82	35
30.84	29
30.86	40
30.88	24
30.9	23
30.92	26
30.94	40
30.96	31
30.98	22
31	29
31.02	22
31.04	27
31.06	31
31.08	35
31.1	32
31.12	34
31.14	27
31.16	38
31.18	23
31.2	38
31.22	37
31.24	37
31.26	32
31.28	29
31.3	30
31.32	29
31.34	29
31.36	25
31.38	25
31.4	30
31.42	25
31.44	31
31.46	36
31.48	35
31.5	35
31.52	24
31.54	36
31.56	32
31.58	32
31.6	31
31.62	28
31.64	40
31.66	38
31.68	38
31.7	29
31.72	25
31.74	40
31.76	35
31.78	24
31.8	32
31.82	31
31.84	24
31.86	32
31.88	36
31.9	41
31.92	35
31.94	32
31.96	28
31.98	29
32	20
32.02	29
32.04	27
32.06	32
32.08	31
32.1	31
32.12	28
32.14	34
32.16	32
32.18	32
32.2	31
32.22	34
32.24	38
32.26	29
32.28	37
32.3	36
32.32	21
32.34	23
32.36	35
32.38	29
32.4	29
32.42	34
32.44	23
32.46	35
32.48	36
32.5	28
32.52	23
32.54	28
32.56	29
32.58	22
32.6	27
32.62	24
32.64	37
32.66	31
32.68	25
32.7	29
32.72	32
32.74	23
32.76	27
32.78	36
32.8	29
32.82	32
32.84	23
32.86	37
32.88	23
32.9	32
32.92	35
32.94	37
32.96	31
32.98	21
33	22
33.02	28
33.04	23
33.06	28
33.08	25
33.1	32
33.12	30
33.14	27
33.16	24
33.18	35
33.2	29
